sample_id,cast,date,latitude,longitude,depth,chl_ug_L,chl_qc,phaeo_ug_L,phaeo_qc,poc_ug_L,poc_qc,pon_ug_L,pon_qc,nitrite_umol_L,nitrite_qc,nitrate_nitrite_umol_L,nitrate_nitrite_qc,phosphate_umol_L,phosphate_qc,silicate_umol_L,silicate_qc,nitrate_umol_L,nitrate_qc,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,Alpha_beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,MV_Chl_b,DV_Chl_b,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Gyro,Tchl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_Tchla,PSC_Tcar,PPC_Tcar,Tchl_Tcar,PPC_Tpg,PSP_Tpg,TchlA_Tpg,time_dt,time_dn,temp,sal,sigma_T,oxygen,PAR,sal_abs,Perid:Chla,Allo:Chla,But-fuco:Chla,Fuco:Chla,Hex-fuco:Chla,Zea:Chla,MVChlb:Chla
2304120501,0,2312427660,36.67445,-124.852108,0,0.45,0,0.31,0,7.1457,0,1.036775059,0,0.0955,0,2.3745,0,0.2205,0,3.145,0,2.279,0,0.635,0.254,0.049,0.031,0,0.01,0.019,0.007,0,0.05,0,0.022,0.624,0,0.011,0.254,0,0.049,0,0,0.025,0.014,0,0,0.069,0,0.938,0.079,0.06,0.998,0.139,0.442,1.077,0.355,0.7,0.43,0.57,6.75,0.07,0.93,0.59,12-Apr-2023 05:01:00,738988.209027778,12.542,32.656,24.666,6.327,4.12,32.8106192964318,0,0.0299212598425197,0,0.078740157480315,0.015748031496063,0.0346456692913386,0.4
2304120730,0,2312436600,36.818525,-124.864472,0,2.76,0,1.16,0,16.8045,0,2.596110091,0,0.07,0,0.84,0,0.12,0,2.132,0,0.77,0,2.953,0.342,0.445,0.072,0,0.024,0.027,0.063,0,0.838,0.02,0.012,2.805,0,0.148,0.342,0,0.395,0.05,0,0.031,0.012,0.09,0.37,0.09,0,3.74,0.174,0.882,4.622,1.056,1.843,4.796,1.263,0.62,0.84,0.16,3.54,0.04,0.96,0.62,12-Apr-2023 07:30:00,738988.3125,11.812,32.557,24.727,6.949,173.24,32.7111600082606,0.00677277345072807,0.0091432441584829,0,0.283779207585506,0.00812732814087369,0.00406366407043684,0.11581442600745
2304120801,0,2312438460,36.84664,-124.776458,0,4.75,0,1.03,0,23.1985,0,3.389147184,0,0.0595,0,0.324,0,0.0685,0,1.495,0,0.2645,0,4.67,0.254,0.777,0.123,0,0.03,0.049,0.104,0,1.483,0,0.012,3.928,0,0.742,0.254,0,0.709,0.068,0,0.027,0.017,0.111,0.335,0.075,0,5.701,0.288,1.513,7.214,1.801,2.832,7.502,1.828,0.61,0.84,0.16,3.17,0.04,0.96,0.62,12-Apr-2023 08:01:00,738988.334027778,12.036,32.686,24.786,6.95,177.36,32.8407770980485,0,0.0104925053533191,0,0.317558886509636,0.00642398286937901,0.00256959314775161,0.054389721627409
2304120830,0,2312440200,36.873089,-124.698289,0,2.89,0,0.74,0,-9999,0,-9999,0,0.095,0,1.6505,0,0.1815,0,3.091,0,1.5555,0,3.177,0.219,0.493,0.079,0,0.033,0.036,0.076,0,0.962,0.019,0.013,3.106,0,0.071,0.219,0,0.43,0.063,0,0.021,0.01,0.079,0.224,0.058,0,3.889,0.204,1.014,4.903,1.218,1.93,5.107,1.282,0.61,0.83,0.17,3.19,0.04,0.96,0.62,12-Apr-2023 08:30:00,738988.354166667,11.859,32.587,24.742,6.597,178.74,32.7413140105735,0.00598048473402581,0.0113314447592068,0,0.302801384954359,0.0103871576959396,0.00409191060749134,0.068932955618508
2304120900,0,2312442000,36.896322,-124.613674,0,1.65,0,0.91,0,-9999,0,-9999,0,0.1405,0,3.588,0,0.301,0,4.3215,0,3.4475,0,1.999,0.186,0.317,0.061,0,0.034,0.031,0.051,0,0.577,0,0.012,1.95,0,0.049,0.186,0,0.269,0.048,0,0.021,0.011,0.074,0.176,0.051,0,2.502,0.155,0.611,3.113,0.766,1.269,3.268,0.84,0.63,0.8,0.2,3.27,0.05,0.95,0.61,12-Apr-2023 09:00:00,738988.375,11.888,32.719,24.839,6.284,180.11,32.873944952985,0,0.0155077538769385,0,0.28864432216108,0.0170085042521261,0.00600300150075038,0.0930465232616308
2304120930,0,2312443800,36.925468,-124.534318,0,0.66,0,0.41,0,11.11,0,1.629547958,0,0.1205,0,3.294,0,0.289,0,4.532,0,3.1735,0,1.087,0.229,0.149,0.038,0,0.038,0.033,0.028,0,0.214,0,0.024,1.066,0,0.021,0.229,0,0.12,0.029,0,0.026,0.019,0.022,0.052,0.068,0,1.465,0.123,0.252,1.717,0.375,0.753,1.84,0.538,0.69,0.67,0.33,3.91,0.07,0.93,0.59,12-Apr-2023 09:30:00,738988.395833333,12.147,32.787,24.843,6.442,180.11,32.9422730767366,0,0.0303587856485741,0,0.196872125114995,0.0349586016559338,0.0220791168353266,0.210671573137075
2304121000,0,2312445600,36.957764,-124.49038,0,0.66,0,0.47,0,7.4209,0,1.214943278,0,0.096,0,2.2815,0,0.248,0,4.2525,0,2.1855,0,1.04,0.241,0.159,0.038,0.018,0.065,0.033,0.026,0,0.169,0.016,0.031,1.026,0,0.014,0.241,0,0.112,0.047,0,0.025,0.017,0.045,0.03,0.07,0,1.44,0.128,0.268,1.708,0.396,0.796,1.836,0.573,0.77,0.68,0.32,3.64,0.07,0.93,0.57,12-Apr-2023 10:00:00,738988.416666667,12.034,32.683,24.783,6.297,110.6319643,32.8377851489938,0.0153846153846154,0.0317307692307692,0.0173076923076923,0.1625,0.0625,0.0298076923076923,0.231730769230769
2304121030,0,2312447400,37.014044,-124.488099,0,0.86,0,0.39,0,12.1148,0,2.284686329,0,0.0685,0,0.523,0,0.1415,0,1.89,0,0.4545,0,1.505,0.141,0.369,0.043,0.034,0.134,0.031,0.056,0,0.547,0.021,0.027,1.484,0,0.021,0.141,0,0.245,0.124,0,0.015,0.009,0.023,0.088,0.039,0,2.015,0.157,0.736,2.751,0.893,1.403,2.908,0.935,0.93,0.82,0.18,2.26,0.05,0.95,0.52,12-Apr-2023 10:30:00,738988.4375,12.128,32.615,24.714,6.302,49.03667035,32.7694674069764,0.013953488372093,0.0205980066445183,0.0225913621262459,0.363455149501661,0.0890365448504983,0.0179401993355482,0.093687707641196
2304121100,0,2312449200,37.05521,-124.482002,0,0.9,0,0.36,0,9.0744,0,1.536964195,0,0.068,0,0.406,0,0.1185,0,1.605,0,0.338,0,1.278,0.117,0.331,0.034,0.032,0.119,0.022,0.05,0,0.481,0.02,0.023,1.252,0,0.026,0.117,0,0.221,0.11,0,0.015,0,0.025,0.042,0.03,0,1.726,0.129,0.652,2.378,0.781,1.229,2.507,0.814,0.96,0.83,0.17,2.21,0.05,0.95,0.51,12-Apr-2023 11:00:00,738988.458333333,12.236,32.625,24.701,6.374,144.0853348,32.779518145465,0.0156494522691706,0.0172143974960876,0.0250391236306729,0.376369327073552,0.0931142410015649,0.0179968701095462,0.0915492957746479
2304121130,0,2312451000,37.100515,-124.4754,0,0.79,0,0.29,0,8.7684,0,1.496616604,0,0.0635,0,0.309,1,0.1125,0,1.235,0,0.2455,0,1.179,0.076,0.319,0.031,0.039,0.138,0.025,0.053,0,0.491,0.021,0.023,1.148,0,0.031,0.076,0,0.217,0.102,0,0.01,0,0.012,0.047,0.019,0,1.574,0.132,0.689,2.263,0.821,1.216,2.395,0.813,1.03,0.84,0.16,1.92,0.06,0.94,0.49,12-Apr-2023 11:30:00,738988.479166667,12.288,32.636,24.699,6.331,149.6766658,32.7905739636321,0.0178117048346056,0.0212044105173876,0.0330788804071247,0.416454622561493,0.11704834605598,0.0195080576759966,0.0644614079728583
2304121200,0,2312452800,37.145182,-124.47216,0,0.73,0,0.28,0,5.2744,0,1.22070279,0,0.067,0,0.4815,0,0.1315,0,1.5315,0,0.4145,0,1.168,0.067,0.309,0.031,0.035,0.138,0.031,0.059,0,0.458,0.021,0.016,1.129,0,0.039,0.067,0,0.213,0.096,0,0.009,0,0,0.035,0.017,0,1.544,0.137,0.652,2.196,0.789,1.165,2.333,0.766,1,0.83,0.17,1.96,0.06,0.94,0.5,12-Apr-2023 12:00:00,738988.5,12.182,32.597,24.689,6.278,4.12,32.7513927470757,0.0179794520547945,0.026541095890411,0.0299657534246575,0.392123287671233,0.118150684931507,0.0136986301369863,0.0573630136986301
2304121230,0,2312454600,37.192667,-124.468556,0,0.4,0,0.22,0,7.0618,0,1.266222984,0,0.0675,0,1.239,0,0.1965,0,2.8805,0,1.1715,0,0.616,0.1,0.144,0.028,0.03,0.11,0.025,0.024,0,0.09,0.009,0.027,0.616,0,0,0.1,0,0.09,0.054,0,0.011,0.01,0,0,0.028,0,0.86,0.104,0.239,1.099,0.343,0.587,1.203,0.391,0.95,0.7,0.3,2.51,0.09,0.91,0.51,12-Apr-2023 12:30:00,738988.520833333,11.876,32.49,24.664,6.618,171.86,32.643889671383,0.0146103896103896,0.0405844155844156,0.0487012987012987,0.146103896103896,0.178571428571429,0.0438311688311688,0.162337662337662
2304121300,0,2312456400,37.228267,-124.468612,0,0.53,0,0.23,0,7.4131,0,1.298068862,0,0.069,0,1.3475,0,0.211,0,3.038,0,1.2785,0,0.786,0.154,0.173,0.031,0.031,0.138,0.045,0.025,0,0.092,0.019,0.026,0.778,0,0.008,0.154,0,0.109,0.064,0,0.017,0.015,0,0,0.04,0,1.113,0.127,0.28,1.393,0.407,0.734,1.52,0.505,0.93,0.69,0.31,2.73,0.08,0.92,0.52,12-Apr-2023 13:00:00,738988.541666667,11.886,32.48,24.654,6.31,4.12,32.6338449502091,0.0241730279898219,0.0572519083969466,0.039440203562341,0.11704834605598,0.175572519083969,0.0330788804071247,0.195928753180662
2304121330,0,2312458200,37.291245,-124.460075,0,0.54,0,0.31,0,6.5685,0,1.065674779,0,0.0665,0,1.168,0,0.208,0,2.523,0,1.1015,0,0.815,0.162,0.183,0.032,0.033,0.133,0.043,0.032,0,0.136,0,0.031,0.803,0,0.012,0.162,0,0.116,0.067,0,0.02,0.019,0.013,0.014,0.052,0,1.16,0.138,0.302,1.462,0.44,0.785,1.6,0.538,0.96,0.69,0.31,2.64,0.09,0.91,0.51,12-Apr-2023 13:30:00,738988.5625,11.843,32.475,24.658,6.284,170.49,32.6288264104013,0,0.052760736196319,0.0404907975460123,0.166871165644172,0.16319018404908,0.0380368098159509,0.198773006134969
2304121400,0,2312460000,37.335368,-124.467196,0,0.46,0,0.3,0,5.3374,0,1.05300339,0,0.064,0,1.5225,0,0.2335,0,2.7785,0,1.4585,0,0.724,0.175,0.164,0.032,0.035,0.131,0.033,0.024,0,0.106,0,0.027,0.724,0,0,0.175,0,0.099,0.065,0,0.02,0.015,0,0,0.051,0,1.063,0.116,0.272,1.335,0.388,0.727,1.451,0.507,1,0.7,0.3,2.74,0.08,0.92,0.5,12-Apr-2023 14:00:00,738988.583333333,11.551,32.44,24.684,6.285,45.37,32.5936635168279,0,0.0455801104972376,0.0483425414364641,0.146408839779006,0.180939226519337,0.037292817679558,0.24171270718232
2304121430,0,2312461800,37.367972,-124.538145,0,0.47,0,0.35,0,5.4673,0,0.889010634,0,0.0645,0,1.3175,0,0.2255,0,2.709,0,1.253,0,0.809,0.17,0.189,0.034,0.035,0.155,0.036,0.036,0,0.129,0.022,0.031,0.797,0,0.012,0.17,0,0.111,0.078,0,0.022,0.019,0,0.015,0.052,0,1.168,0.137,0.341,1.509,0.478,0.837,1.646,0.578,1.03,0.71,0.29,2.44,0.08,0.92,0.49,12-Apr-2023 14:30:00,738988.604166667,11.615,32.434,24.668,6.285,195.24,32.5876336215288,0.0271940667490729,0.0444993819530284,0.0432632880098888,0.159456118665019,0.19159456118665,0.03831891223733,0.210135970333745
2304121500,0,2312463600,37.402951,-124.609315,0,0.6,0,0.27,0,6.5108,0,0.984706592,0,0.0635,0,0.925,0,0.195,0,2.132,0,0.8615,0,0.98,0.112,0.257,0.037,0.042,0.174,0.03,0.051,0,0.288,0.014,0.03,0.964,0,0.016,0.112,0,0.162,0.095,0,0.012,0.009,0.014,0,0.034,0,1.349,0.148,0.518,1.867,0.666,1.035,2.015,0.69,1.06,0.78,0.22,2.03,0.07,0.93,0.49,12-Apr-2023 15:00:00,738988.625,11.835,32.472,24.657,6.32,193.9520004,32.6258122473064,0.0142857142857143,0.0306122448979592,0.0428571428571429,0.293877551020408,0.177551020408163,0.0306122448979592,0.114285714285714
2304121530,0,2312465400,37.435383,-124.682229,0,0.79,0,0.3,0,6.837,0,1.067328096,0,0.066,0,0.8535,0,0.1815,0,1.7115,0,0.7875,0,1.246,0.111,0.328,0.041,0.046,0.177,0.027,0.065,0.005,0.459,0.013,0.021,1.224,0,0.022,0.111,0,0.212,0.116,0,0.012,0.009,0.021,0.032,0.033,0,1.685,0.159,0.695,2.38,0.854,1.293,2.539,0.854,1.04,0.81,0.19,1.97,0.06,0.94,0.49,12-Apr-2023 15:30:00,738988.645833333,11.997,32.545,24.684,6.282,200.74,32.699156312881,0.0104333868378812,0.021669341894061,0.0369181380417336,0.368378812199037,0.142054574638844,0.0168539325842697,0.0890850722311397
2304121600,0,2312467200,37.458128,-124.738435,0,NaN,-9999,NaN,-9999,1.1795,0,0.291328632,0,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,NaN,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Apr-2023 16:00:00,738988.666666667,11.642,32.473,24.693,6.314,2110.769293,32.6268137479036,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304121930,0,2312479800,37.508791,-124.785969,0,0.96,0,0.52,0,9.747,0,1.920980202,0,0.0905,0,1.9515,0,0.2345,0,3.7415,0,1.861,0,1.64,0.407,0.218,0.064,0.018,0.051,0.094,0.033,0,0.219,0.019,0.024,1.613,0,0.027,0.407,0,0.172,0.046,0.006,0.034,0.016,0.037,0.06,0.099,0,2.265,0.215,0.307,2.572,0.522,1.147,2.787,0.832,0.7,0.59,0.41,4.34,0.08,0.92,0.59,12-Apr-2023 19:30:00,738988.8125,11.797,32.472,24.664,6.27,2686.832167,32.6258099126248,0.0115853658536585,0.0573170731707317,0.0109756097560976,0.133536585365854,0.0310975609756098,0.0146341463414634,0.248170731707317
2304122000,0,2312481600,37.518201,-124.814249,0,0.83,0,0.67,0,7.9312,0,1.400910033,0,0.0875,0,1.8575,0,0.2665,0,3.7285,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Apr-2023 20:00:00,738988.833333333,11.876,32.492,24.665,6.283,2647.884185,32.6459037014064,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2304122030,0,2312483400,37.526278,-124.863308,0,0.97,0,0.44,0,8.7345,0,1.485518942,0,0.073,0,1.3305,0,0.234,0,3.3345,0,1.2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Apr-2023 20:30:00,738988.854166667,11.911,32.494,24.66,6.189,2534.774671,32.647910946306,NaN,NaN,NaN,NaN,NaN,NaN,NaN
